Epoch,ContrastiveLoss,ContrastiveAccuracy
0,4.306822231837681,0.10522380087597479
1,3.2390528730794688,0.19164619164619165
2,2.6591559502543234,0.2788163657728875
3,2.2569461022915482,0.356372182459139
4,1.8566069177218847,0.45037923298792865
5,1.5896236178826313,0.5449204144856319
6,1.4416269749200263,0.592564896912723
7,1.2635106091596642,0.6522807392372609
8,1.1562948547252991,0.6758893280632411
9,1.0398574921549584,0.7103941886550582
10,0.95886603443801,0.7436171349214827
11,0.862045007295349,0.7644482427091123
12,0.8449643637959648,0.7774810383506036
13,0.7760345674290949,0.7966029270377096
14,0.7012054440723795,0.8160452943061639
15,0.694481236391327,0.8228821707082576
16,0.644785979673976,0.8318555709860058
17,0.5844266711651873,0.8467044119218032
18,0.5786441974088449,0.8549300288430723
19,0.5567563364700395,0.85995085995086
20,0.5338167387003802,0.8712744364918278
21,0.5055045140843814,0.8737314389488302
22,0.47629285912935426,0.8815297510949685
23,0.4653107139731751,0.8859096250400598
24,0.43988470114818234,0.8910372823416302
25,0.4182341680133424,0.8996902040380301
26,0.4118592269769331,0.9039632517893388
27,0.38905192952172285,0.9111206067727807
28,0.38489781259274,0.9121888687106079
29,0.3713667603070233,0.913257130648435
30,0.36336970122746465,0.9135776092297831
31,0.34035488907374495,0.9221237047324004
32,0.33991681181249167,0.9250080119645337
33,0.32345745423618627,0.92564896912723
34,0.31078893128706486,0.9304561478474522
35,0.3029199650093001,0.9356906313428053
36,0.3013976311095718,0.9336609336609336
37,0.29786845570316123,0.9296015382971905
38,0.2819926734684276,0.9416728981946373
39,0.27362759837082457,0.9446640316205533
40,0.26349640888523085,0.9426343339386818
41,0.261686036242869,0.9439162482640744
42,0.26427053381391125,0.944023074457857
43,0.2544131867182093,0.9506462984723855
44,0.23452318819607196,0.9544920414485631
45,0.23972353856174314,0.9492575579532101
46,0.22644455604204516,0.9536374318983014
47,0.226646644880577,0.9544920414485631
48,0.22300301806456377,0.953423779510736
49,0.21804481278471396,0.9566285653242175
50,0.21500090066799704,0.9537442580920842
51,0.21172520214197588,0.9579104796496101
52,0.20587954883064544,0.9569490439055657
53,0.1858963647565874,0.9637859203076594
54,0.19253764296470044,0.9615425702382224
55,0.1933220002521463,0.9630381369511805
56,0.18387831936330618,0.9641063988890076
57,0.18205198949697066,0.9672043585087063
58,0.17234741361672376,0.9647473560517039
59,0.1723829270625601,0.9663497489584446
60,0.16983243261723696,0.9681657942527507
61,0.16431300712077795,0.9703023181284051
62,0.16134721826331144,0.9691272299967952
63,0.1619930900379914,0.9697681871594915
64,0.15554523533907066,0.9698750133532742
65,0.15336989204012821,0.9719047110351459
66,0.15215314559790552,0.9712637538724496
67,0.14681765546097236,0.9747890182672792
68,0.1483199636825696,0.9717978848413631
69,0.141931913793087,0.977459673111847
70,0.1406412023138635,0.9741480611045829
71,0.14197664611599073,0.9769255421429335
72,0.1428991526770754,0.9753231492361927
73,0.13299155574874813,0.9762845849802372
74,0.1363705982561825,0.975964106398889
75,0.13458863179497169,0.9772460207242816
76,0.12768086144814686,0.9785279350496742
77,0.12688920766647374,0.9776733254994124
78,0.13126730655326324,0.9754299754299754
79,0.11805287994393686,0.9795961969875013
80,0.1222276878194744,0.9779938040807606
81,0.12455493614685778,0.9791688922123705
82,0.11783164701595598,0.9799166755688494
83,0.12366485492434023,0.9791688922123705
84,0.11681030535449584,0.9803439803439803
85,0.1172873832690878,0.9784211088558915
86,0.12175055220723152,0.9788484136310224
87,0.11410523217082733,0.9831214613823309
88,0.10956570018260252,0.9798098493750668
89,0.1184891998818537,0.9793825445999359
90,0.11351494080558115,0.9798098493750668
91,0.11701321500499233,0.978955239824805
92,0.11782336920550486,0.9799166755688494
93,0.11094981211484695,0.981198589894242
94,0.11471630382624005,0.9799166755688494
95,0.1092764501694311,0.9824805042196346
96,0.11042902163438956,0.9825873304134174
97,0.10887461492703074,0.9809849375066766
98,0.11429171290147264,0.9795961969875013
99,0.11330131318445513,0.9802371541501976
