Epoch,SupervisedLoss,Accuracy
0,1.6419660647710164,0.1553398072719574
1,1.634114185969035,0.16504855453968048
2,1.613486607869466,0.23948220908641815
3,1.5909377336502075,0.29449838399887085
4,1.560064395268758,0.40776699781417847
5,1.526963233947754,0.4595469534397125
6,1.4879482984542847,0.5145631432533264
7,1.4574260711669922,0.5177993774414062
8,1.4221467971801758,0.5469256043434143
9,1.4053723812103271,0.5501618385314941
10,1.3501641352971394,0.5631068348884583
11,1.3151446183522542,0.5728155374526978
12,1.2700159152348836,0.6019417643547058
13,1.2461029688517253,0.6148867607116699
14,1.225998044013977,0.5954692959785461
15,1.1692174275716145,0.6569579243659973
16,1.139307936032613,0.6472492218017578
17,1.1306346257527669,0.627831757068634
18,1.1032869418462117,0.6407766938209534
19,1.0920244057973225,0.6504854559898376
20,1.06932532787323,0.6245954632759094
21,1.044381022453308,0.6634304523468018
22,1.0283626119295757,0.6763754487037659
23,1.0004005233446758,0.644012987613678
24,0.976064403851827,0.6731391549110413
25,0.9908145864804586,0.6375404596328735
26,0.9439037243525187,0.6731391549110413
27,0.9470454454421997,0.6763754487037659
28,0.9630575577418009,0.644012987613678
29,0.9028991262118021,0.6828479170799255
30,0.9215044180552164,0.6796116828918457
31,0.9050459464391073,0.6504854559898376
32,0.8764647642771403,0.6925566792488098
33,0.8740708827972412,0.6925566792488098
34,0.8737762371699015,0.6893203854560852
35,0.8420601487159729,0.7055016160011292
36,0.8440335988998413,0.7152103781700134
37,0.8511881232261658,0.7184466123580933
38,0.8408745527267456,0.6860841512680054
39,0.8656954566637675,0.6957929134368896
40,0.825218657652537,0.6763754487037659
41,0.8197331031163534,0.7216828465461731
42,0.8674396077791849,0.7119741439819336
43,0.8012745976448059,0.7313916087150574
44,0.8753096461296082,0.7087379097938538
45,0.7946076591809591,0.7055016160011292
46,0.7947167754173279,0.7184466123580933
47,0.8266043066978455,0.7281553745269775
48,0.7981106638908386,0.7249191403388977
49,0.8273247679074606,0.7119741439819336
50,0.773854931195577,0.7216828465461731
51,0.8230210145314535,0.7249191403388977
52,0.7844354311625162,0.7475728392601013
53,0.792559007803599,0.7184466123580933
54,0.760541578133901,0.7152103781700134
55,0.7735614776611328,0.7216828465461731
56,0.7987762292226156,0.7184466123580933
57,0.7890223264694214,0.7022653818130493
58,0.8111694057782491,0.7087379097938538
59,0.8314471244812012,0.7508090734481812
60,0.7758670250574747,0.754045307636261
61,0.7594229777654012,0.737864077091217
62,0.7619903882344564,0.7216828465461731
63,0.7846536040306091,0.7313916087150574
64,0.7535436948140463,0.7249191403388977
65,0.764234701792399,0.7508090734481812
66,0.7639620105425516,0.7475728392601013
67,0.7988373239835104,0.7119741439819336
68,0.7705899477005005,0.7411003708839417
69,0.7916072805722555,0.7411003708839417
70,0.7469274202982584,0.7411003708839417
71,0.7780024806658427,0.7184466123580933
72,0.7808080315589905,0.7152103781700134
73,0.81083877881368,0.6957929134368896
74,0.7614437143007914,0.737864077091217
75,0.7422061165173849,0.7313916087150574
76,0.7595693866411845,0.7346278429031372
77,0.7569167216618856,0.7249191403388977
78,0.7973634004592896,0.7087379097938538
79,0.7628722985585531,0.7281553745269775
80,0.7810995181401571,0.7087379097938538
81,0.7965775529543558,0.7119741439819336
82,0.7713106075922648,0.7313916087150574
83,0.7427734136581421,0.7281553745269775
84,0.777575413386027,0.7216828465461731
85,0.7722683151563009,0.7313916087150574
86,0.7918587128321329,0.7152103781700134
87,0.7837432026863098,0.7119741439819336
88,0.7827316919962565,0.7281553745269775
89,0.7458165486653646,0.7249191403388977
