Epoch,ContrastiveLoss,ContrastiveAccuracy
0,5.807749052305479,0.02051062920628138
1,5.430401721516171,0.03194103194103194
2,5.087436025207107,0.04807178720222199
3,4.534299692592105,0.08076060249973294
4,4.062063271934922,0.10362140796923405
5,3.6069748578844845,0.1528682833030659
6,3.0621055445155583,0.21183634227112488
7,2.7713068417600684,0.2656767439376135
8,2.416996395265734,0.3487875227005662
9,2.1307263849554836,0.4262365131930349
10,1.9554276212647155,0.4782608695652174
11,1.7502948172591828,0.5398995833778443
12,1.7155499240836583,0.5625467364597799
13,1.5865438149587527,0.5784638393334045
14,1.5003751870748159,0.605704518747997
15,1.430939350579236,0.6286721504112809
16,1.3862889352682475,0.64437560089734
17,1.292872424866702,0.6628565324217498
18,1.2945748507171064,0.6702275397927572
19,1.2368777603716463,0.6918064309368657
20,1.1648910629588205,0.7080440123918385
21,1.1199160983433594,0.7240679414592458
22,1.0899137274639026,0.731866253605384
23,1.0249719090155653,0.7398782181390877
24,0.9815647994747033,0.757825018694584
25,0.9415564243052457,0.772780685824164
26,0.8920739683750514,0.7817540861019122
27,0.8554104872652002,0.7932913150304455
28,0.8227611550608197,0.8036534558273689
29,0.7559997317053981,0.8222412135455613
30,0.76463662450378,0.8223480397393441
31,0.7409095784296861,0.8279030018160453
32,0.7284796294328328,0.8277961756222626
33,0.7141115760078302,0.838906099775665
34,0.6931896684943019,0.8471317166969341
35,0.6415168284060987,0.8579211622689884
36,0.6362954371080205,0.8613396004700352
37,0.6413653839278866,0.8548232026492896
38,0.6132773885855803,0.8677491720969982
39,0.5948435529261022,0.8682833030659117
40,0.5923519511077855,0.8691379126161735
41,0.5833544066125477,0.872342698429655
42,0.5673513346024461,0.8771498771498771
43,0.5596865282670872,0.882811665420361
44,0.5404126279660173,0.8875120179468006
45,0.5286334563751478,0.8918918918918919
46,0.5112199869913023,0.895203503899156
47,0.5053881843750542,0.8958444610618523
48,0.5024462648340173,0.8984082897126375
49,0.48610396079114965,0.9018267279136845
50,0.4756818460048856,0.9041769041769042
51,0.45370280299637766,0.9086636043157782
52,0.4714901256500869,0.9048178613396005
53,0.4537107454663193,0.9081294733468647
54,0.44360028207302094,0.9151800021365238
55,0.4343985043264724,0.9171028736246127
56,0.42424521414009303,0.9146458711676103
57,0.4306148365139961,0.9192393975002671
58,0.40615269622287237,0.9251148381583164
59,0.4107237892175043,0.917743830787309
60,0.3996404900240737,0.9243670548018375
61,0.40220961176060344,0.9252216643520992
62,0.40378231494813355,0.9238329238329238
63,0.370671263870758,0.9308834526225831
64,0.37813375875152444,0.9297083644909732
65,0.3651336024993578,0.9331268026920201
66,0.363114894040533,0.9353701527614571
67,0.3672996624498754,0.9293878859096251
68,0.35059136142199104,0.9397500267065484
69,0.35843706725014224,0.9343018908236299
70,0.34384542673423485,0.9373998504433287
71,0.35001865900247486,0.9362247623117188
72,0.3452472139049221,0.9390022433500694
73,0.3347262787456448,0.9428479863262472
74,0.3278624101265057,0.9404978100630275
75,0.33108461124671473,0.9376135028308942
76,0.3174390827079077,0.9466937293024249
77,0.3233748898916953,0.9456254673645978
78,0.3242557215932253,0.9455186411708151
79,0.3035512377281447,0.9468005554962077
80,0.3174480096109816,0.9444503792329879
81,0.3048393720811283,0.9458391197521633
82,0.30698892886976936,0.9477619912402521
83,0.30633433435011553,0.9477619912402521
84,0.2964703786010678,0.949684862728341
85,0.30003724841249957,0.9506462984723855
86,0.2959028117081805,0.9484029484029484
87,0.29580513629558924,0.9519282127977781
88,0.28902993290810974,0.951180429441299
89,0.2945535239335653,0.9516077342164299
90,0.2956350765920974,0.9501121675034718
91,0.29263803486183687,0.9492575579532101
92,0.30049883020487994,0.948937079371862
93,0.2914894537849201,0.9515009080226472
94,0.2977143423883496,0.9473346864651212
95,0.28924838846197,0.9515009080226472
96,0.29351514396635264,0.9523555175729089
97,0.2913660825909795,0.9517145604102126
98,0.28591756462245377,0.9503258198910373
99,0.28015173805525173,0.9544920414485631
