Epoch,SupervisedLoss,Accuracy
0,3.4820148944854736,0.32686084508895874
1,3.378148984909058,0.32686084508895874
2,3.2769026279449465,0.32686084508895874
3,3.133038854598999,0.32686084508895874
4,2.965097427368164,0.32686084508895874
5,2.7882437705993652,0.32686084508895874
6,2.5947569847106933,0.32686084508895874
7,2.4326923847198487,0.32686084508895874
8,2.2897376537323,0.32686084508895874
9,2.139237117767334,0.32686084508895874
10,2.062686800956726,0.32686084508895874
11,1.9264782190322876,0.3333333432674408
12,1.8040845155715943,0.3462783396244049
13,1.7216387748718263,0.3236246109008789
14,1.629824447631836,0.3236246109008789
15,1.5749808549880981,0.33009710907936096
16,1.523221731185913,0.32686084508895874
17,1.49031503200531,0.32686084508895874
18,1.4828758239746094,0.28478965163230896
19,1.4741679668426513,0.24271845817565918
20,1.4769922733306884,0.28478965163230896
21,1.4939595460891724,0.268608421087265
22,1.4720852613449096,0.313915878534317
23,1.4784801244735717,0.3236246109008789
24,1.4768429040908813,0.32686084508895874
25,1.4737927913665771,0.32686084508895874
26,1.4812755584716797,0.3203883469104767
27,1.480677556991577,0.30420711636543274
28,1.4648589372634888,0.291262149810791
29,1.4607276439666748,0.2815534174442291
30,1.4592426061630248,0.313915878534317
31,1.4605900764465332,0.3236246109008789
32,1.4581709861755372,0.31715211272239685
33,1.4584835529327393,0.31715211272239685
34,1.461108636856079,0.3236246109008789
35,1.458503007888794,0.313915878534317
36,1.4566974639892578,0.3203883469104767
37,1.4577863454818725,0.3106796145439148
38,1.4717979192733766,0.313915878534317
39,1.4535637855529786,0.3009708821773529
40,1.449854326248169,0.313915878534317
41,1.451859951019287,0.3203883469104767
42,1.4524216413497926,0.3236246109008789
43,1.4507553815841674,0.3203883469104767
44,1.453746461868286,0.32686084508895874
45,1.4453397274017334,0.3236246109008789
46,1.4432787656784059,0.32686084508895874
47,1.4457775831222535,0.32686084508895874
48,1.4602422714233398,0.3236246109008789
49,1.4474400997161865,0.3203883469104767
50,1.4389616250991821,0.3106796145439148
51,1.4425997972488402,0.3106796145439148
52,1.4484049320220946,0.313915878534317
53,1.4447744131088256,0.30744338035583496
54,1.4494461297988892,0.3203883469104767
55,1.447613573074341,0.3203883469104767
56,1.4539703845977783,0.3236246109008789
57,1.4464823722839355,0.32686084508895874
58,1.451840329170227,0.31715211272239685
59,1.4507023811340332,0.3203883469104767
60,1.457430100440979,0.3236246109008789
61,1.444536852836609,0.3203883469104767
62,1.4397979021072387,0.32686084508895874
63,1.4431589603424073,0.3203883469104767
64,1.4420833826065063,0.3203883469104767
65,1.4291934013366698,0.32686084508895874
66,1.44019615650177,0.3236246109008789
67,1.4410047769546508,0.32686084508895874
68,1.4413744926452636,0.3236246109008789
69,1.443108868598938,0.3236246109008789
70,1.430488920211792,0.3203883469104767
71,1.4368884563446045,0.3236246109008789
72,1.4414326906204225,0.3203883469104767
73,1.44803729057312,0.3236246109008789
74,1.437819814682007,0.32686084508895874
75,1.4447636127471923,0.3203883469104767
76,1.452454924583435,0.32686084508895874
77,1.4617055177688598,0.3236246109008789
78,1.446945881843567,0.3236246109008789
79,1.4422171115875244,0.32686084508895874
80,1.4449959993362427,0.3236246109008789
81,1.434605312347412,0.32686084508895874
82,1.446636438369751,0.3236246109008789
83,1.4390870571136474,0.3203883469104767
84,1.4440305948257446,0.3203883469104767
85,1.4503487348556519,0.3203883469104767
86,1.4400073051452638,0.3236246109008789
87,1.4464293479919434,0.3203883469104767
88,1.440571165084839,0.3203883469104767
89,1.4360212326049804,0.3203883469104767
