Epoch,ContrastiveLoss,ContrastiveAccuracy
0,4.88595809417517,0.037816472599081295
1,4.207926274967843,0.04956735391518
2,3.9576043612292024,0.05394722786027134
3,3.5880120254698253,0.07979916675568849
4,3.3739618363023616,0.11312893921589574
5,3.248128125456726,0.1375921375921376
6,3.149398233614811,0.15991881209272513
7,3.033349898396706,0.1934622369404978
8,2.6141601622510118,0.3201581027667984
9,2.3790089106884134,0.3977139194530499
10,2.3188833647033795,0.43115051810703986
11,2.194890104994482,0.47986326247195815
12,2.042089973177229,0.5267599615425702
13,1.9571786097117834,0.5802798846277107
14,1.8602533981102665,0.6215147954278389
15,1.795630194702927,0.6504646939429548
16,1.716193670723714,0.6715094541181498
17,1.6956647095226107,0.6803760282021152
18,1.6422294098503736,0.7138126268561051
19,1.6226174101537587,0.7264181177224656
20,1.6035543363921496,0.7327208631556458
21,1.5720147028261302,0.7329345155432112
22,1.5366148208679795,0.7560089734002777
23,1.5603568614745627,0.7521632304240999
24,1.4813712156143317,0.7838906099775665
25,1.4972552231379919,0.772780685824164
26,1.4681915211028793,0.7855998290780899
27,1.442914485120449,0.795321012712317
28,1.4737026217032452,0.790834312573443
29,1.4297517029201092,0.8060036320905886
30,1.4139952537964802,0.8128405084926824
31,1.4039841817349803,0.8196773848947762
32,1.3822419566362083,0.8245913898087811
33,1.3807543345860072,0.8267279136844354
34,1.3633545754718133,0.8323897019549193
35,1.345725564324126,0.8428586689456254
36,1.3524107361326412,0.8392265783570131
37,1.328569288967418,0.8504433287041983
38,1.3348460363692978,0.8468112381155859
39,1.3144725167832407,0.8524730263860698
40,1.3007654588238722,0.8566392479435958
41,1.2995781732254288,0.8616600790513834
42,1.2922738336381459,0.8608054695011217
43,1.2861376352050677,0.8610191218886871
44,1.2832788788542455,0.8655058220275612
45,1.2696192029382096,0.8703130007477834
46,1.2419715387886072,0.8736246127550475
47,1.254725429476524,0.8751201794680056
48,1.238783018524144,0.8793932272193141
49,1.2421904875307668,0.8765089199871808
50,1.2407598408306537,0.8786454438628352
51,1.2276883911924297,0.8849481892960154
52,1.2168338189319687,0.8870847131716697
53,1.2058689632788808,0.8928533276359363
54,1.2212948004404705,0.8840935797457536
55,1.1987315215626542,0.8902894989851512
56,1.2122684319814045,0.8836662749706228
57,1.1969796743522696,0.8956308086742869
58,1.1839067133105532,0.8975536801623758
59,1.1739220830048023,0.9011857707509882
60,1.1701001622238938,0.9017199017199017
61,1.17364332951656,0.9005448135882919
62,1.1631395723544011,0.9011857707509882
63,1.1624305884854322,0.8995833778442474
64,1.1491034030914307,0.9072748637966029
65,1.1532113519655605,0.9078089947655165
66,1.1510338215600877,0.9069543852152547
67,1.1363360500660071,0.9084499519282128
68,1.1476378473294835,0.9059929494712103
69,1.1419112943873113,0.9080226471530819
70,1.1273155968610933,0.9135776092297831
71,1.1217758260211166,0.9144322187800449
72,1.126924146397584,0.9114410853541288
73,1.1297749785744413,0.9111206067727807
74,1.1287527727026518,0.9124025210981733
75,1.124185224982346,0.9135776092297831
76,1.1092642221321054,0.9173165260121782
77,1.1061279749383732,0.9204144856318769
78,1.1104971239355956,0.9158209592992201
79,1.0991609262771347,0.9250080119645337
80,1.1158461104444906,0.9178506569810918
81,1.1020899218361393,0.9203076594380942
82,1.1023791777033385,0.9183847879500053
83,1.0962835102259707,0.9218032261510523
84,1.0982618471797632,0.9210554427945732
85,1.0968532150699979,0.9221237047324004
86,1.0941855566842216,0.9254353167396646
87,1.0877061386903126,0.9229783142826621
88,1.0879845142769975,0.924901185770751
89,1.0937710428724483,0.923405619057793
90,1.078284995288265,0.9287469287469288
91,1.0761362646712738,0.9281059715842325
92,1.084144642259799,0.9223373571199658
93,1.0814176611348885,0.9265035786774917
94,1.0840077708367588,0.924901185770751
95,1.081100298028414,0.928640102553146
96,1.078500780118566,0.9260762739023609
97,1.0811922331245578,0.9243670548018375
98,1.080312357265122,0.930135669266104
99,1.0785421203999292,0.9281059715842325
